date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:41:18	115/115	---M-Z	200	added ('OK')	text/plain	date:Fri,%2030%20Sep%202022%2006:38:41%20GMT	https://demo.bosathemes.com/robots.txt		(from )
16:41:19	148652/148652	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Sep%202022%2011:11:16%20GMT	https://demo.bosathemes.com/builderon/template-kit/home/	C:/Users/DEV/Downloads/sample/demo.bosathemes.com/builderon/template-kit/home/index.html	(from )
16:41:19	80574/80574	---M-Z	200	added ('OK')	text/css	date:Mon,%2002%20Aug%202021%2007:52:55%20GMT	https://demo.bosathemes.com/builderon/wp-includes/css/dist/block-library/style.min.css?ver=5.8.5	C:/Users/DEV/Downloads/sample/demo.bosathemes.com/builderon/wp-includes/css/dist/block-library/style.mindfc9.css	(from https://demo.bosathemes.com/builderon/template-kit/home/)
16:41:19	4933/4933	---M-Z	200	added ('OK')	text/css	date:Mon,%2005%20Sep%202022%2007:16:21%20GMT	https://demo.bosathemes.com/builderon/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-vendors-style.css?ver=8.0.0	C:/Users/DEV/Downloads/sample/demo.bosathemes.com/builderon/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-vendors-style8c3f.css	(from https://demo.bosathemes.com/builderon/template-kit/home/)
16:41:19	209867/209867	---M-Z	200	added ('OK')	text/css	date:Mon,%2005%20Sep%202022%2007:16:21%20GMT	https://demo.bosathemes.com/builderon/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-style.css?ver=8.0.0	C:/Users/DEV/Downloads/sample/demo.bosathemes.com/builderon/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-style8c3f.css	(from https://demo.bosathemes.com/builderon/template-kit/home/)
16:41:20	1111/1111	---M-Z	200	added ('OK')	text/css	date:Tue,%2026%20Oct%202021%2011:07:32%20GMT	https://demo.bosathemes.com/builderon/wp-content/plugins/template-kit-export/public/assets/css/template-kit-export-public.min.css?ver=1.0.21	C:/Users/DEV/Downloads/sample/demo.bosathemes.com/builderon/wp-content/plugins/template-kit-export/public/assets/css/template-kit-export-public.min365c.css	(from https://demo.bosathemes.com/builderon/template-kit/home/)
16:41:20	17809/17809	---M-Z	200	added ('OK')	text/css	date:Mon,%2005%20Sep%202022%2007:16:20%20GMT	https://demo.bosathemes.com/builderon/wp-content/plugins/woocommerce/assets/css/woocommerce-layout.css?ver=6.8.2	C:/Users/DEV/Downloads/sample/demo.bosathemes.com/builderon/wp-content/plugins/woocommerce/assets/css/woocommerce-layout6c2d.css	(from https://demo.bosathemes.com/builderon/template-kit/home/)
16:41:20	7043/7043	---M-Z	200	added ('OK')	text/css	date:Mon,%2005%20Sep%202022%2007:16:20%20GMT	https://demo.bosathemes.com/builderon/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.css?ver=6.8.2	C:/Users/DEV/Downloads/sample/demo.bosathemes.com/builderon/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen6c2d.css	(from https://demo.bosathemes.com/builderon/template-kit/home/)
16:41:20	62755/62755	---M-Z	200	added ('OK')	text/css	date:Mon,%2005%20Sep%202022%2007:16:20%20GMT	https://demo.bosathemes.com/builderon/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=6.8.2	C:/Users/DEV/Downloads/sample/demo.bosathemes.com/builderon/wp-content/plugins/woocommerce/assets/css/woocommerce6c2d.css	(from https://demo.bosathemes.com/builderon/template-kit/home/)
16:41:21	5839/5839	---M-Z	200	added ('OK')	text/css	date:Mon,%2031%20Jan%202022%2008:16:39%20GMT	https://demo.bosathemes.com/builderon/wp-content/themes/hello-elementor/style.min.css?ver=2.5.0	C:/Users/DEV/Downloads/sample/demo.bosathemes.com/builderon/wp-content/themes/hello-elementor/style.min0875.css	(from https://demo.bosathemes.com/builderon/template-kit/home/)
16:41:21	15346/15346	---M-Z	200	added ('OK')	text/css	date:Mon,%2031%20Jan%202022%2008:16:39%20GMT	https://demo.bosathemes.com/builderon/wp-content/themes/hello-elementor/theme.min.css?ver=2.5.0	C:/Users/DEV/Downloads/sample/demo.bosathemes.com/builderon/wp-content/themes/hello-elementor/theme.min0875.css	(from https://demo.bosathemes.com/builderon/template-kit/home/)
16:41:21	19279/19279	---M-Z	200	added ('OK')	text/css	date:Mon,%2005%20Sep%202022%2007:12:19%20GMT	https://demo.bosathemes.com/builderon/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.16.0	C:/Users/DEV/Downloads/sample/demo.bosathemes.com/builderon/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min91ce.css	(from https://demo.bosathemes.com/builderon/template-kit/home/)
16:41:21	165666/165666	---M-Z	200	added ('OK')	text/css	date:Mon,%2005%20Sep%202022%2007:12:20%20GMT	https://demo.bosathemes.com/builderon/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.7.4	C:/Users/DEV/Downloads/sample/demo.bosathemes.com/builderon/wp-content/plugins/elementor/assets/css/frontend.minf6c4.css	(from https://demo.bosathemes.com/builderon/template-kit/home/)
16:41:21	5394/5394	---M-Z	200	added ('OK')	text/css	date:Mon,%2005%20Sep%202022%2007:17:56%20GMT	https://demo.bosathemes.com/builderon/wp-content/uploads/sites/4/elementor/css/post-4.css?ver=1662362276	C:/Users/DEV/Downloads/sample/demo.bosathemes.com/builderon/wp-content/uploads/sites/4/elementor/css/post-44ab8.css	(from https://demo.bosathemes.com/builderon/template-kit/home/)
16:41:22	441967/441967	---M-Z	200	added ('OK')	text/css	date:Tue,%2015%20Mar%202022%2007:38:12%20GMT	https://demo.bosathemes.com/builderon/wp-content/plugins/elementor-pro/assets/css/frontend.min.css?ver=3.6.4	C:/Users/DEV/Downloads/sample/demo.bosathemes.com/builderon/wp-content/plugins/elementor-pro/assets/css/frontend.min5aed.css	(from https://demo.bosathemes.com/builderon/template-kit/home/)
16:41:22	99243/99243	---M-Z	200	added ('OK')	text/css	date:Mon,%2005%20Sep%202022%2007:26:24%20GMT	https://demo.bosathemes.com/builderon/wp-content/uploads/sites/4/elementor/css/post-64.css?ver=1662362784	C:/Users/DEV/Downloads/sample/demo.bosathemes.com/builderon/wp-content/uploads/sites/4/elementor/css/post-642378.css	(from https://demo.bosathemes.com/builderon/template-kit/home/)
16:41:22	17576/17576	---M-Z	200	added ('OK')	text/css	date:Mon,%2005%20Sep%202022%2007:17:57%20GMT	https://demo.bosathemes.com/builderon/wp-content/uploads/sites/4/elementor/css/post-37.css?ver=1662362277	C:/Users/DEV/Downloads/sample/demo.bosathemes.com/builderon/wp-content/uploads/sites/4/elementor/css/post-37ef12.css	(from https://demo.bosathemes.com/builderon/template-kit/home/)
16:41:22	25863/25863	---M-Z	200	added ('OK')	text/css	date:Mon,%2005%20Sep%202022%2007:17:57%20GMT	https://demo.bosathemes.com/builderon/wp-content/uploads/sites/4/elementor/css/post-34.css?ver=1662362277	C:/Users/DEV/Downloads/sample/demo.bosathemes.com/builderon/wp-content/uploads/sites/4/elementor/css/post-34ef12.css	(from https://demo.bosathemes.com/builderon/template-kit/home/)
16:41:22	57912/57912	---M-Z	200	added ('OK')	text/css	date:Mon,%2005%20Sep%202022%2007:12:19%20GMT	https://demo.bosathemes.com/builderon/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/Users/DEV/Downloads/sample/demo.bosathemes.com/builderon/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://demo.bosathemes.com/builderon/template-kit/home/)
16:41:23	669/669	---M-Z	200	added ('OK')	text/css	date:Mon,%2005%20Sep%202022%2007:12:19%20GMT	https://demo.bosathemes.com/builderon/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/Users/DEV/Downloads/sample/demo.bosathemes.com/builderon/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://demo.bosathemes.com/builderon/template-kit/home/)
16:41:23	675/675	---M-Z	200	added ('OK')	text/css	date:Mon,%2005%20Sep%202022%2007:12:19%20GMT	https://demo.bosathemes.com/builderon/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/Users/DEV/Downloads/sample/demo.bosathemes.com/builderon/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://demo.bosathemes.com/builderon/template-kit/home/)
16:41:23	89521/89521	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2002%20Aug%202021%2007:52:54%20GMT	https://demo.bosathemes.com/builderon/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/Users/DEV/Downloads/sample/demo.bosathemes.com/builderon/wp-includes/js/jquery/jquery.minaf6c.js	(from https://demo.bosathemes.com/builderon/template-kit/home/)
16:41:23	11224/11224	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2021%20Feb%202021%2011:51:10%20GMT	https://demo.bosathemes.com/builderon/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/Users/DEV/Downloads/sample/demo.bosathemes.com/builderon/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://demo.bosathemes.com/builderon/template-kit/home/)
16:41:24	7/7	---M--	200	added ('OK')	application/javascript	date:Tue,%2026%20Oct%202021%2011:07:32%20GMT	https://demo.bosathemes.com/builderon/wp-content/plugins/template-kit-export/public/assets/js/template-kit-export-public.min.js?ver=1.0.21	C:/Users/DEV/Downloads/sample/demo.bosathemes.com/builderon/wp-content/plugins/template-kit-export/public/assets/js/template-kit-export-public.min365c.js	(from https://demo.bosathemes.com/builderon/template-kit/home/)
16:41:24	976/976	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Jun%202021%2009:46:16%20GMT	https://demo.bosathemes.com/builderon/wp-content/uploads/sites/4/2021/06/cropped-builderon-fabicon-logo-32x32.png	C:/Users/DEV/Downloads/sample/demo.bosathemes.com/builderon/wp-content/uploads/sites/4/2021/06/cropped-builderon-fabicon-logo-32x32.png	(from https://demo.bosathemes.com/builderon/template-kit/home/)
16:41:25	10346/10346	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Jun%202021%2009:46:16%20GMT	https://demo.bosathemes.com/builderon/wp-content/uploads/sites/4/2021/06/cropped-builderon-fabicon-logo-192x192.png	C:/Users/DEV/Downloads/sample/demo.bosathemes.com/builderon/wp-content/uploads/sites/4/2021/06/cropped-builderon-fabicon-logo-192x192.png	(from https://demo.bosathemes.com/builderon/template-kit/home/)
16:41:26	20796/20796	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Jun%202021%2009:46:16%20GMT	https://demo.bosathemes.com/builderon/wp-content/uploads/sites/4/2021/06/cropped-builderon-fabicon-logo-180x180.png	C:/Users/DEV/Downloads/sample/demo.bosathemes.com/builderon/wp-content/uploads/sites/4/2021/06/cropped-builderon-fabicon-logo-180x180.png	(from https://demo.bosathemes.com/builderon/template-kit/home/)
16:41:26	2295/2295	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Jun%202021%2009:36:33%20GMT	https://demo.bosathemes.com/builderon/wp-content/uploads/sites/4/2021/06/builderon-logoimg2.png	C:/Users/DEV/Downloads/sample/demo.bosathemes.com/builderon/wp-content/uploads/sites/4/2021/06/builderon-logoimg2.png	(from https://demo.bosathemes.com/builderon/template-kit/home/)
16:41:26	1809/1809	---M--	200	added ('OK')	image/png	date:Tue,%2015%20Jun%202021%2010:55:02%20GMT	https://demo.bosathemes.com/builderon/wp-content/uploads/sites/4/2021/06/builderon-img5.png	C:/Users/DEV/Downloads/sample/demo.bosathemes.com/builderon/wp-content/uploads/sites/4/2021/06/builderon-img5.png	(from https://demo.bosathemes.com/builderon/template-kit/home/)
16:41:26	1943/1943	---M--	200	added ('OK')	image/png	date:Tue,%2015%20Jun%202021%2010:55:03%20GMT	https://demo.bosathemes.com/builderon/wp-content/uploads/sites/4/2021/06/builderon-img6.png	C:/Users/DEV/Downloads/sample/demo.bosathemes.com/builderon/wp-content/uploads/sites/4/2021/06/builderon-img6.png	(from https://demo.bosathemes.com/builderon/template-kit/home/)
16:41:26	1987/1987	---M--	200	added ('OK')	image/png	date:Tue,%2015%20Jun%202021%2010:55:04%20GMT	https://demo.bosathemes.com/builderon/wp-content/uploads/sites/4/2021/06/builderon-img7.png	C:/Users/DEV/Downloads/sample/demo.bosathemes.com/builderon/wp-content/uploads/sites/4/2021/06/builderon-img7.png	(from https://demo.bosathemes.com/builderon/template-kit/home/)
16:41:26	1813/1813	---M--	200	added ('OK')	image/png	date:Tue,%2015%20Jun%202021%2010:55:05%20GMT	https://demo.bosathemes.com/builderon/wp-content/uploads/sites/4/2021/06/builderon-img8.png	C:/Users/DEV/Downloads/sample/demo.bosathemes.com/builderon/wp-content/uploads/sites/4/2021/06/builderon-img8.png	(from https://demo.bosathemes.com/builderon/template-kit/home/)
16:41:27	166861/166861	---M--	200	added ('OK')	image/png	date:Thu,%2017%20Jun%202021%2007:34:34%20GMT	https://demo.bosathemes.com/builderon/wp-content/uploads/sites/4/2021/06/builderon-img04.png	C:/Users/DEV/Downloads/sample/demo.bosathemes.com/builderon/wp-content/uploads/sites/4/2021/06/builderon-img04.png	(from https://demo.bosathemes.com/builderon/template-kit/home/)
